y,x,R,G,B
413,1345,0,0,0
414,576,0,0,0
414,577,0,0,0
414,1344,0,1,1
414,1345,0,0,0
415,576,0,0,0
415,577,0,0,0
415,1344,0,1,1
415,1345,0,0,0
416,576,0,2,0
416,577,0,0,0
416,1344,0,1,0
416,1345,0,0,0
417,576,0,2,0
417,577,0,0,0
417,1344,0,1,0
417,1345,0,0,0
418,576,0,2,0
418,577,0,0,0
418,1344,0,1,0
418,1345,0,0,0
419,576,0,2,0
419,577,0,0,0
419,1344,0,1,0
419,1345,0,0,0
420,576,0,2,0
420,577,0,0,0
420,1344,0,1,0
420,1345,0,0,0
421,576,0,2,0
421,577,0,0,0
421,1344,0,1,0
421,1345,0,0,0
422,576,0,2,0
422,577,0,0,0
422,1344,0,1,0
422,1345,0,0,0
423,576,0,2,0
423,577,0,0,0
423,1344,0,1,0
423,1345,0,0,0
424,576,0,2,0
424,577,0,0,0
424,1344,0,1,0
424,1345,0,0,0
425,576,0,2,0
425,577,0,0,0
425,1344,0,1,0
425,1345,0,0,0
426,576,0,2,0
426,577,0,0,0
426,1344,0,1,0
426,1345,0,0,0
427,576,0,2,0
427,577,0,0,0
427,1344,0,1,0
427,1345,0,0,0
428,576,0,2,0
428,577,0,0,0
428,1344,0,1,0
428,1345,0,0,0
429,576,0,2,0
429,577,0,0,0
429,1344,0,1,0
429,1345,0,0,0
430,576,0,2,0
430,577,0,0,0
430,1344,0,1,0
430,1345,0,0,0
431,576,0,2,0
431,577,0,0,0
431,1344,0,1,0
431,1345,0,0,0
540,384,0,2,0
540,385,0,2,0
540,386,0,2,0
540,387,0,2,0
540,388,0,2,0
540,389,0,2,0
540,390,0,2,0
540,391,0,2,0
540,392,0,2,0
540,393,0,2,0
540,394,0,2,0
540,395,0,2,0
540,396,0,2,0
540,397,0,2,0
540,398,0,2,0
540,399,0,2,0
540,400,0,2,0
540,401,0,2,0
540,402,0,2,0
540,403,0,2,0
540,404,0,2,0
540,405,0,2,0
540,406,0,2,0
540,407,0,2,0
540,408,0,2,0
540,409,0,2,0
540,410,0,2,0
540,411,0,2,0
540,412,0,2,0
540,413,0,2,0
540,414,0,2,0
540,415,0,2,0
540,416,0,0,0
540,417,0,0,0
540,418,0,0,0
540,419,0,0,0
540,420,0,0,0
540,421,0,0,0
540,422,0,0,0
540,423,0,0,0
540,424,0,0,0
540,425,0,0,0
540,426,0,0,0
540,427,0,0,0
540,428,0,0,0
540,429,0,0,0
540,430,0,0,0
540,431,0,0,0
540,432,0,0,0
540,433,0,0,0
540,434,0,0,0
540,435,0,0,0
540,436,0,0,0
540,437,0,0,0
540,438,0,0,0
540,439,0,0,0
540,440,0,0,0
540,441,0,0,0
540,442,0,0,0
540,443,0,0,0
540,444,0,0,0
540,445,0,0,0
540,446,0,0,0
540,447,0,0,0
540,448,0,0,0
540,449,0,0,0
540,450,0,0,0
540,451,0,0,0
540,452,0,0,0
540,453,0,0,0
540,454,0,0,0
540,455,0,0,0
540,456,0,1,0
540,457,0,1,0
540,458,0,1,0
540,459,0,1,0
540,460,0,1,0
540,461,0,1,0
540,462,0,1,0
540,463,0,1,0
540,464,0,0,0
540,465,0,0,0
540,466,0,0,0
540,467,0,0,0
540,468,0,0,0
540,469,0,0,0
540,470,0,0,0
540,471,0,0,0
540,472,0,1,0
540,473,0,1,0
540,474,0,1,0
540,475,0,1,0
540,476,0,1,0
540,477,0,1,0
540,478,0,1,0
540,479,0,1,0
540,480,0,2,0
540,481,0,2,0
540,482,0,2,0
540,483,0,2,0
540,484,0,2,0
540,485,0,2,0
540,486,0,1,0
540,487,0,1,0
540,488,0,2,0
540,489,0,2,0
540,490,0,2,0
540,491,0,2,0
540,492,0,2,0
540,493,0,2,0
540,494,0,3,0
540,495,0,3,0
540,496,0,2,0
540,497,0,2,0
540,498,0,2,0
540,499,0,2,0
540,500,0,2,0
540,501,0,2,0
540,502,0,2,0
540,503,0,2,0
540,504,0,2,0
540,505,0,2,0
540,506,0,2,0
540,507,0,2,0
540,508,0,2,0
540,509,0,2,0
540,510,0,2,0
540,511,0,2,0
540,512,0,3,0
540,513,0,3,0
540,514,0,3,0
540,515,0,3,0
540,516,0,3,0
540,517,0,3,0
540,518,0,3,0
540,519,0,3,0
540,520,0,3,0
540,521,0,2,0
540,522,0,2,0
540,523,0,2,0
540,524,0,2,0
540,525,0,2,0
540,526,0,2,0
540,527,0,2,0
540,528,0,1,0
540,529,0,1,0
540,530,0,1,0
540,531,0,1,0
540,532,0,1,0
540,533,0,1,0
540,534,0,1,0
540,535,0,1,0
540,536,0,1,0
540,537,0,1,0
540,538,0,1,0
540,539,0,1,0
540,540,0,1,0
540,541,0,1,0
540,542,0,1,0
540,543,0,1,0
540,544,0,1,0
540,545,0,1,0
540,546,0,1,0
540,547,0,1,0
540,548,0,1,0
540,549,0,1,0
540,550,0,1,0
540,551,0,1,0
540,552,0,1,0
540,553,0,1,0
540,554,0,1,0
540,555,0,1,0
540,556,0,1,0
540,557,0,1,0
540,558,0,1,0
540,559,0,1,0
540,560,0,1,0
540,561,0,1,0
540,562,0,1,0
540,563,0,1,0
540,564,0,1,0
540,565,0,1,0
540,566,0,1,0
540,567,0,1,0
540,568,0,1,0
540,569,0,1,0
540,570,0,1,0
540,571,0,1,0
540,572,0,1,0
540,573,0,1,0
540,574,0,1,0
540,575,0,1,0
540,1344,0,0,0
540,1345,0,0,0
540,1346,0,0,0
540,1347,0,0,0
540,1348,0,0,0
540,1349,0,0,0
540,1350,0,0,0
540,1351,0,0,0
540,1352,0,0,0
540,1353,0,0,0
540,1354,0,0,0
540,1355,0,0,0
540,1356,0,0,0
540,1357,0,0,0
540,1358,0,0,0
540,1359,0,0,0
540,1360,0,2,0
540,1361,0,2,0
540,1362,0,2,0
540,1363,0,2,0
540,1364,0,2,0
540,1365,0,2,0
540,1366,0,2,0
540,1367,0,2,0
540,1368,0,2,0
540,1369,0,2,0
540,1370,0,2,0
540,1371,0,2,0
540,1372,0,2,0
540,1373,0,2,0
540,1374,0,2,0
540,1375,0,2,0
540,1376,0,0,0
540,1377,0,0,0
540,1378,0,0,0
540,1379,0,0,0
540,1380,0,0,0
540,1381,0,0,0
540,1382,0,0,0
540,1383,0,0,0
540,1384,0,0,0
540,1385,0,0,0
540,1386,0,0,0
540,1387,0,0,0
540,1388,0,0,0
540,1389,0,0,0
540,1390,0,0,0
540,1391,0,0,0
540,1392,0,0,0
540,1393,0,0,0
540,1394,0,0,0
540,1395,0,0,0
540,1396,0,0,0
540,1397,0,0,0
540,1398,0,0,0
540,1399,0,0,0
540,1400,0,0,0
540,1401,0,0,0
540,1402,0,0,0
540,1403,0,0,0
540,1404,0,0,0
540,1405,0,0,0
540,1406,0,0,0
540,1407,0,0,0
540,1408,0,0,0
540,1409,0,0,0
540,1410,0,0,0
540,1411,0,0,0
540,1412,0,0,0
540,1413,0,0,0
540,1414,0,0,0
540,1415,0,0,0
540,1416,0,1,0
540,1417,0,1,0
540,1418,0,1,0
540,1419,0,1,0
540,1420,0,1,0
540,1421,0,1,0
540,1422,0,1,0
540,1423,0,1,0
540,1424,0,1,0
540,1425,0,1,0
540,1426,0,1,0
540,1427,0,1,0
540,1428,0,1,0
540,1429,0,1,0
540,1430,0,1,0
540,1431,0,1,0
540,1432,0,0,0
540,1433,0,0,0
540,1434,0,0,0
540,1435,0,0,0
540,1436,0,0,0
540,1437,0,0,0
540,1438,0,0,0
540,1439,0,0,0
540,1440,1,1,0
540,1441,1,1,0
540,1442,1,1,0
540,1443,1,1,0
540,1444,1,1,0
540,1445,1,1,0
540,1446,1,1,0
540,1447,1,1,0
540,1448,1,1,0
540,1449,1,1,0
540,1450,1,1,0
540,1451,1,1,0
540,1452,1,1,0
540,1453,1,1,0
540,1454,1,1,0
540,1455,1,1,0
540,1456,0,0,0
540,1457,0,0,0
540,1458,0,0,0
540,1459,0,0,0
540,1460,0,0,0
540,1461,0,0,0
540,1462,0,0,0
540,1463,0,0,0
540,1464,0,0,0
540,1465,0,0,0
540,1466,0,0,0
540,1467,0,0,0
540,1468,0,0,0
540,1469,0,0,0
540,1470,0,0,0
540,1471,0,0,0
540,1472,0,3,0
540,1473,0,3,0
540,1474,0,3,0
540,1475,0,3,0
540,1476,0,3,0
540,1477,0,3,0
540,1478,0,3,0
540,1479,0,3,0
540,1480,0,3,0
540,1481,0,3,0
540,1482,0,3,0
540,1483,0,3,0
540,1484,0,3,0
540,1485,0,3,0
540,1486,0,3,0
540,1487,0,3,0
540,1488,0,2,0
540,1489,0,2,0
540,1490,0,2,0
540,1491,0,2,0
540,1492,0,2,0
540,1493,0,2,0
540,1494,0,2,0
540,1495,0,2,0
540,1496,0,2,0
540,1497,0,2,0
540,1498,0,2,0
540,1499,0,2,0
540,1500,0,2,0
540,1501,0,2,0
540,1502,0,2,0
540,1503,0,2,0
540,1504,0,1,0
540,1505,0,1,0
540,1506,0,1,0
540,1507,0,1,0
540,1508,0,1,0
540,1509,0,1,0
540,1510,0,1,0
540,1511,0,1,0
540,1512,0,1,0
540,1513,0,1,0
540,1514,0,1,0
540,1515,0,1,0
540,1516,0,1,0
540,1517,0,1,0
540,1518,0,1,0
540,1519,0,1,0
540,1520,0,0,0
540,1521,0,0,0
540,1522,0,0,0
540,1523,0,0,0
540,1524,0,0,0
540,1525,0,0,0
540,1526,0,0,0
540,1527,0,0,0
540,1528,0,0,0
540,1529,0,0,0
540,1530,0,0,0
540,1531,0,0,0
540,1532,0,0,0
540,1533,0,0,0
540,1534,0,0,0
540,1535,0,0,0
541,384,0,3,1
541,385,0,3,1
541,386,0,3,1
541,387,0,3,1
541,388,0,3,1
541,389,0,3,1
541,390,0,3,1
541,391,0,3,1
541,392,0,3,1
541,393,0,3,1
541,394,0,3,1
541,395,0,3,1
541,396,0,3,1
541,397,0,3,1
541,398,0,3,1
541,399,0,3,1
541,400,0,3,1
541,401,0,3,1
541,402,0,3,1
541,403,0,3,1
541,404,0,3,1
541,405,0,3,1
541,406,0,3,1
541,407,0,3,1
541,408,0,3,1
541,409,0,3,1
541,410,0,3,1
541,411,0,3,1
541,412,0,3,1
541,413,0,3,1
541,414,0,3,1
541,415,0,3,1
541,416,0,0,0
541,417,0,0,0
541,418,0,0,0
541,419,0,0,0
541,420,0,0,0
541,421,0,0,0
541,422,0,0,0
541,423,0,0,0
541,424,0,0,0
541,425,0,0,0
541,426,0,0,0
541,427,0,0,0
541,428,0,0,0
541,429,0,0,0
541,430,0,0,0
541,431,0,0,0
541,432,0,0,0
541,433,0,0,0
541,434,0,0,0
541,435,0,0,0
541,436,0,0,0
541,437,0,0,0
541,438,0,0,0
541,439,0,0,0
541,440,0,0,0
541,441,0,0,0
541,442,0,0,0
541,443,0,0,0
541,444,0,0,0
541,445,0,0,0
541,446,0,0,0
541,447,0,0,0
541,448,0,2,0
541,449,0,2,0
541,450,0,2,0
541,451,0,2,0
541,452,0,2,0
541,453,0,2,0
541,454,0,2,0
541,455,0,2,0
541,456,0,0,0
541,457,0,0,0
541,458,0,0,0
541,459,0,0,0
541,460,0,0,0
541,461,0,0,0
541,462,0,0,0
541,463,0,0,0
541,464,0,0,0
541,465,0,0,0
541,466,0,0,0
541,467,0,0,0
541,468,0,0,0
541,469,0,0,0
541,470,0,0,0
541,471,0,0,0
541,472,0,0,0
541,473,0,0,0
541,474,0,0,0
541,475,0,0,0
541,476,0,0,0
541,477,0,0,0
541,478,0,0,0
541,479,0,0,0
541,480,0,0,0
541,481,0,0,0
541,482,0,0,0
541,483,0,0,0
541,484,0,0,0
541,485,0,0,0
541,486,0,0,0
541,487,0,2,0
541,488,0,4,0
541,489,0,4,0
541,490,0,4,0
541,491,0,4,0
541,492,0,4,0
541,493,0,4,0
541,494,0,4,0
541,495,0,4,0
541,496,0,3,0
541,497,0,3,0
541,498,0,3,0
541,499,0,3,0
541,500,0,3,0
541,501,0,3,0
541,502,0,3,0
541,503,0,3,0
541,504,0,3,0
541,505,0,3,0
541,506,0,3,0
541,507,0,3,0
541,508,0,3,0
541,509,0,3,0
541,510,0,3,0
541,511,0,3,0
541,512,0,4,0
541,513,0,4,0
541,514,0,4,0
541,515,0,4,0
541,516,0,4,0
541,517,0,4,0
541,518,0,4,0
541,519,0,4,0
541,520,0,3,0
541,521,0,3,0
541,522,0,3,0
541,523,0,3,0
541,524,0,3,0
541,525,0,3,0
541,526,0,3,0
541,527,0,3,0
541,528,0,3,0
541,529,0,3,0
541,530,0,3,0
541,531,0,3,0
541,532,0,3,0
541,533,0,3,0
541,534,0,3,0
541,535,0,2,0
541,536,0,2,0
541,537,0,2,0
541,538,0,2,0
541,539,0,2,0
541,540,0,2,0
541,541,0,2,0
541,542,0,2,0
541,543,0,1,0
541,544,0,3,0
541,545,0,3,0
541,546,0,3,0
541,547,0,3,0
541,548,0,3,0
541,549,0,3,0
541,550,0,3,0
541,551,0,3,0
541,552,0,2,0
541,553,0,2,0
541,554,0,2,0
541,555,0,2,0
541,556,0,2,0
541,557,0,2,0
541,558,0,2,0
541,559,0,2,0
541,560,0,0,0
541,561,0,0,0
541,562,0,0,0
541,563,0,0,0
541,564,0,0,0
541,565,0,0,0
541,566,0,0,0
541,567,0,0,0
541,568,0,0,0
541,569,0,0,0
541,570,0,0,0
541,571,0,0,0
541,572,0,0,0
541,573,0,0,0
541,574,0,0,0
541,575,0,0,0
541,1344,0,0,0
541,1345,0,0,0
541,1346,0,0,0
541,1347,0,0,0
541,1348,0,0,0
541,1349,0,0,0
541,1350,0,0,0
541,1351,0,0,0
541,1352,0,0,0
541,1353,0,0,0
541,1354,0,0,0
541,1355,0,0,0
541,1356,0,0,0
541,1357,0,0,0
541,1358,0,0,0
541,1359,0,0,0
541,1360,0,2,0
541,1361,0,2,0
541,1362,0,2,0
541,1363,0,2,0
541,1364,0,2,0
541,1365,0,2,0
541,1366,0,2,0
541,1367,0,2,0
541,1368,0,2,0
541,1369,0,2,0
541,1370,0,2,0
541,1371,0,2,0
541,1372,0,2,0
541,1373,0,2,0
541,1374,0,2,0
541,1375,0,2,0
541,1376,0,0,0
541,1377,0,0,0
541,1378,0,0,0
541,1379,0,0,0
541,1380,0,0,0
541,1381,0,0,0
541,1382,0,0,0
541,1383,0,0,0
541,1384,0,0,0
541,1385,0,0,0
541,1386,0,0,0
541,1387,0,0,0
541,1388,0,0,0
541,1389,0,0,0
541,1390,0,0,0
541,1391,0,0,0
541,1392,0,0,0
541,1393,0,0,0
541,1394,0,0,0
541,1395,0,0,0
541,1396,0,0,0
541,1397,0,0,0
541,1398,0,0,0
541,1399,0,0,0
541,1400,0,0,0
541,1401,0,0,0
541,1402,0,0,0
541,1403,0,0,0
541,1404,0,0,0
541,1405,0,0,0
541,1406,0,0,0
541,1407,0,0,0
541,1408,0,0,0
541,1409,0,0,0
541,1410,0,0,0
541,1411,0,0,0
541,1412,0,0,0
541,1413,0,0,0
541,1414,0,0,0
541,1415,0,0,0
541,1416,0,0,0
541,1417,0,0,0
541,1418,0,0,0
541,1419,0,0,0
541,1420,0,0,0
541,1421,0,0,0
541,1422,0,0,0
541,1423,0,0,0
541,1424,0,0,0
541,1425,0,0,0
541,1426,0,0,0
541,1427,0,0,0
541,1428,0,0,0
541,1429,0,0,0
541,1430,0,0,0
541,1431,0,0,0
541,1432,0,0,0
541,1433,0,0,0
541,1434,0,0,0
541,1435,0,0,0
541,1436,0,0,0
541,1437,0,0,0
541,1438,0,0,0
541,1439,0,0,0
541,1440,0,0,0
541,1441,0,0,0
541,1442,0,0,0
541,1443,0,0,0
541,1444,0,0,0
541,1445,0,0,0
541,1446,0,0,0
541,1447,0,0,0
541,1448,0,0,0
541,1449,0,0,0
541,1450,0,0,0
541,1451,0,0,0
541,1452,0,0,0
541,1453,0,0,0
541,1454,0,0,0
541,1455,0,0,0
541,1456,0,1,0
541,1457,0,1,0
541,1458,0,1,0
541,1459,0,1,0
541,1460,0,1,0
541,1461,0,1,0
541,1462,0,1,0
541,1463,0,1,0
541,1464,0,1,0
541,1465,0,1,0
541,1466,0,1,0
541,1467,0,1,0
541,1468,0,1,0
541,1469,0,1,0
541,1470,0,1,0
541,1471,0,1,0
541,1472,0,2,0
541,1473,0,2,0
541,1474,0,2,0
541,1475,0,2,0
541,1476,0,2,0
541,1477,0,2,0
541,1478,0,2,0
541,1479,0,2,0
541,1480,0,2,0
541,1481,0,2,0
541,1482,0,2,0
541,1483,0,2,0
541,1484,0,2,0
541,1485,0,2,0
541,1486,0,2,0
541,1487,0,2,0
541,1488,0,3,1
541,1489,0,3,1
541,1490,0,3,1
541,1491,0,3,1
541,1492,0,3,1
541,1493,0,3,1
541,1494,0,3,1
541,1495,0,3,1
541,1496,0,3,1
541,1497,0,3,1
541,1498,0,3,1
541,1499,0,3,1
541,1500,0,3,1
541,1501,0,3,1
541,1502,0,3,1
541,1503,0,3,1
541,1504,0,2,1
541,1505,0,2,1
541,1506,0,2,1
541,1507,0,2,1
541,1508,0,2,1
541,1509,0,2,1
541,1510,0,2,1
541,1511,0,2,1
541,1512,0,2,1
541,1513,0,2,1
541,1514,0,2,1
541,1515,0,2,1
541,1516,0,2,1
541,1517,0,2,1
541,1518,0,2,1
541,1519,0,2,1
541,1520,0,0,0
541,1521,0,0,0
541,1522,0,0,0
541,1523,0,0,0
541,1524,0,0,0
541,1525,0,0,0
541,1526,0,0,0
541,1527,0,0,0
541,1528,0,0,0
541,1529,0,0,0
541,1530,0,0,0
541,1531,0,0,0
541,1532,0,0,0
541,1533,0,0,0
541,1534,0,0,0
541,1535,0,0,0
648,576,0,0,0
648,577,0,1,0
648,1344,0,0,0
648,1345,0,1,0
649,576,0,0,0
649,577,0,1,0
649,1344,0,0,0
649,1345,0,1,0
650,576,0,0,0
650,577,0,1,0
650,1344,0,0,0
650,1345,0,1,0
651,576,0,0,0
651,577,0,1,0
651,1344,0,0,0
651,1345,0,1,0
652,576,0,0,0
652,577,0,1,0
652,1344,0,0,0
652,1345,0,1,0
653,576,0,0,0
653,577,0,1,0
653,1344,0,0,0
653,1345,0,1,0
654,576,0,0,0
654,577,0,1,0
654,1344,0,0,0
654,1345,0,1,0
655,576,0,0,0
655,577,0,1,0
655,1344,0,0,0
655,1345,0,1,0
656,576,0,0,0
656,577,0,0,0
656,1344,0,2,0
656,1345,0,3,1
657,576,0,0,0
657,577,0,0,0
657,1344,0,2,0
657,1345,0,3,1
658,576,0,0,0
658,577,0,0,0
658,1344,0,2,0
658,1345,0,3,1
659,576,0,0,0
659,577,0,0,0
659,1344,0,2,0
659,1345,0,3,1
660,576,0,0,0
660,577,0,0,0
660,1344,0,2,0
660,1345,0,3,1
661,576,0,0,0
661,577,0,0,0
661,1344,0,2,0
661,1345,0,3,1
662,576,0,0,0
662,577,0,0,0
662,1344,0,2,0
662,1345,0,3,1
663,576,0,0,0
663,577,0,0,0
663,1344,0,2,0
663,1345,0,3,1
664,576,0,0,0
664,577,0,0,0
664,1344,0,3,1
664,1345,0,3,1
665,576,0,0,0
665,577,0,0,0
665,1344,0,3,1
665,1345,0,3,1
666,576,0,0,0
666,577,0,0,0
666,1344,0,3,1
666,1345,0,3,1
667,576,0,0,0
667,577,0,0,0
667,1344,0,3,1
667,1345,0,3,1
668,576,0,0,0
668,577,0,0,0
668,1344,0,3,1
668,1345,0,3,1
669,576,0,0,0
669,577,0,0,0
669,1344,0,3,1
669,1345,0,3,1
670,576,0,0,0
670,577,0,0,0
670,1344,0,3,1
670,1345,0,3,1
671,576,0,0,0
671,577,0,0,0
671,1344,0,3,1
671,1345,0,3,1
672,576,0,0,0
672,577,0,0,0
672,1344,0,1,0
672,1345,0,0,0
673,576,0,0,0
673,577,0,0,0
673,1344,0,1,0
673,1345,0,0,0
674,576,0,0,0
674,577,0,0,0
674,1344,0,1,0
674,1345,0,0,0
675,576,0,0,0
675,577,0,0,0
675,1344,0,1,0
675,1345,0,0,0
676,576,0,0,0
676,577,0,0,0
676,1344,0,1,0
676,1345,0,0,0
677,576,0,0,0
677,577,0,0,0
677,1344,0,1,0
677,1345,0,0,0
678,576,0,0,0
678,577,0,0,0
678,1344,0,1,0
678,1345,0,0,0
679,576,0,0,0
679,577,0,0,0
679,1344,0,1,0
679,1345,0,0,0
680,576,0,0,0
680,577,0,0,0
680,1344,0,1,0
680,1345,0,0,0
681,576,0,0,0
681,577,0,0,0
681,1344,0,1,0
681,1345,0,0,0
682,576,0,0,0
682,577,0,0,0
682,1344,0,1,0
682,1345,0,0,0
683,576,0,0,0
683,577,0,0,0
683,1344,0,1,0
683,1345,0,0,0
684,576,0,0,0
684,577,0,0,0
684,1344,0,1,0
684,1345,0,0,0
685,576,0,0,0
685,577,0,0,0
685,1344,0,1,0
685,1345,0,0,0
686,576,0,0,0
686,577,0,0,0
686,1344,0,1,0
686,1345,0,0,0
687,576,0,0,0
687,577,0,0,0
687,1344,0,1,0
687,1345,0,0,0
688,576,0,0,0
688,577,0,0,0
688,1344,0,1,0
688,1345,0,0,0
689,576,0,0,0
689,577,0,0,0
689,1344,0,1,0
689,1345,0,0,0
690,576,0,0,0
690,577,0,0,0
690,1344,0,1,0
690,1345,0,0,0
691,576,0,0,0
691,577,0,0,0
691,1344,0,1,0
691,1345,0,0,0
692,576,0,0,0
692,577,0,0,0
692,1344,0,1,0
692,1345,0,0,0
693,576,0,0,0
693,577,0,0,0
693,1344,0,1,0
693,1345,0,0,0
694,576,0,0,0
694,577,0,0,0
694,1344,0,1,0
694,1345,0,0,0
695,576,0,0,0
695,577,0,0,0
695,1344,0,1,0
695,1345,0,0,0
696,576,0,0,0
696,577,0,0,0
696,1344,0,1,0
696,1345,0,0,0
697,576,0,0,0
697,577,0,0,0
697,1344,0,1,0
697,1345,0,0,0
698,576,0,0,0
698,577,0,0,0
698,1344,0,1,0
698,1345,0,0,0
699,576,0,0,0
699,577,0,0,0
699,1344,0,1,0
699,1345,0,0,0
700,576,0,0,0
700,577,0,0,0
700,1344,0,1,0
700,1345,0,0,0
701,576,0,0,0
701,577,0,0,0
701,1344,0,1,0
701,1345,0,0,0
702,576,0,0,0
702,577,0,0,0
702,1344,0,1,0
702,1345,0,0,0
703,576,0,0,0
703,577,0,0,0
703,1344,0,1,0
703,1345,0,0,0
704,576,0,0,0
704,577,0,0,0
704,1344,0,1,0
704,1345,0,0,0
705,576,0,0,0
705,577,0,0,0
705,1344,0,1,0
705,1345,0,0,0
706,576,0,0,0
706,577,0,0,0
706,1344,0,1,0
706,1345,0,0,0
707,576,0,0,0
707,577,0,0,0
707,1344,0,1,0
707,1345,0,0,0
708,576,0,0,0
708,577,0,0,0
708,1344,0,1,0
708,1345,0,0,0
709,576,0,0,0
709,577,0,0,0
709,1344,0,1,0
709,1345,0,0,0
710,576,0,0,0
710,577,0,0,0
710,1344,0,1,0
710,1345,0,0,0
711,576,0,0,0
711,577,0,0,0
711,1344,0,1,0
711,1345,0,0,0
712,576,0,0,0
712,577,0,0,0
712,1344,0,1,0
712,1345,0,0,0
713,576,0,0,0
713,577,0,0,0
713,1344,0,1,0
713,1345,0,0,0
714,576,0,0,0
714,577,0,0,0
714,1344,0,1,0
714,1345,0,0,0
715,576,0,0,0
715,577,0,0,0
715,1344,0,1,0
715,1345,0,0,0
716,576,0,0,0
716,577,0,0,0
716,1344,0,1,0
716,1345,0,0,0
717,576,0,0,0
717,577,0,0,0
717,1344,0,1,0
717,1345,0,0,0
718,576,0,0,0
718,577,0,0,0
718,1344,0,1,0
718,1345,0,0,0
719,576,0,0,0
719,577,0,0,0
719,1344,0,1,0
719,1345,0,0,0
720,576,0,0,0
720,577,0,0,0
720,1344,0,1,0
720,1345,0,0,0
721,576,0,0,0
721,577,0,0,0
721,1344,0,1,0
721,1345,0,0,0
722,576,0,0,0
722,577,0,0,0
722,1344,0,1,0
722,1345,0,0,0
723,576,0,0,0
723,577,0,0,0
723,1344,0,1,0
723,1345,0,0,0
724,576,0,0,0
724,577,0,0,0
724,1344,0,1,0
724,1345,0,0,0
725,576,0,0,0
725,577,0,0,0
725,1344,0,1,0
725,1345,0,0,0
726,576,0,0,0
726,577,0,0,0
726,1344,0,1,0
726,1345,0,0,0
727,576,0,0,0
727,577,0,0,0
727,1344,0,1,0
727,1345,0,0,0
728,576,0,0,0
728,577,0,0,0
728,1344,0,1,0
728,1345,0,0,0
729,576,0,0,0
729,577,0,0,0
729,1344,0,1,0
729,1345,0,0,0
730,576,0,0,0
730,577,0,0,0
730,1344,0,1,0
730,1345,0,0,0
731,576,0,0,0
731,577,0,0,0
731,1344,0,1,0
731,1345,0,0,0
732,576,0,0,0
732,577,0,0,0
732,1344,0,1,0
732,1345,0,0,0
733,576,0,0,0
733,577,0,0,0
733,1344,0,1,0
733,1345,0,0,0
734,576,0,0,0
734,577,0,0,0
734,1344,0,1,0
734,1345,0,0,0
735,576,0,0,0
735,577,0,0,0
735,1344,0,1,0
735,1345,0,0,0
736,576,0,0,0
736,577,0,0,0
736,1344,0,1,0
736,1345,0,0,0
737,576,0,0,0
737,577,0,0,0
737,1344,0,1,0
737,1345,0,0,0
738,576,0,0,0
738,577,0,0,0
738,1344,0,1,0
738,1345,0,0,0
739,576,0,0,0
739,577,0,0,0
739,1344,0,1,0
739,1345,0,0,0
740,576,0,0,0
740,577,0,0,0
740,1344,0,1,0
740,1345,0,0,0
741,576,0,0,0
741,577,0,0,0
741,1344,0,1,0
741,1345,0,0,0
742,576,0,0,0
742,577,0,0,0
742,1344,0,1,0
742,1345,0,0,0
743,576,0,0,0
743,577,0,0,0
743,1344,0,1,0
743,1345,0,0,0
744,576,0,2,0
744,577,0,0,0
744,1344,0,1,0
744,1345,0,0,0
745,576,0,2,0
745,577,0,0,0
745,1344,0,1,0
745,1345,0,0,0
746,576,0,2,0
746,577,0,0,0
746,1344,0,1,0
746,1345,0,0,0
747,576,0,2,0
747,577,0,0,0
747,1344,0,1,0
747,1345,0,0,0
748,576,0,2,0
748,577,0,0,0
748,1344,0,1,0
748,1345,0,0,0
749,576,0,2,0
749,577,0,0,0
749,1344,0,1,0
749,1345,0,0,0
750,576,0,2,0
750,577,0,0,0
750,1344,0,1,0
750,1345,0,0,0
751,576,0,2,0
751,577,0,0,0
751,1344,0,1,0
751,1345,0,0,0
752,576,0,1,0
752,577,0,0,0
752,1344,0,0,0
752,1345,0,0,0
753,576,0,0,0
753,577,0,1,0
753,1344,0,0,0
753,1345,0,0,0
754,576,0,2,0
754,577,0,1,0
754,1344,0,0,0
754,1345,0,0,0
755,576,0,0,0
755,577,0,0,0
755,1344,0,0,0
755,1345,0,0,0
756,576,0,0,0
756,577,0,2,0
756,578,1,3,0
756,579,0,0,0
756,580,0,2,0
756,581,0,0,0
756,582,0,0,0
756,583,0,2,0
756,584,0,1,0
756,585,0,1,0
756,586,0,1,0
756,587,0,1,0
756,588,0,1,0
756,589,0,1,0
756,590,0,1,0
756,591,0,1,0
756,592,0,1,0
756,593,0,1,0
756,594,0,1,0
756,595,0,1,0
756,596,0,1,0
756,597,0,1,0
756,598,0,1,0
756,599,0,1,0
756,600,0,1,0
756,601,0,1,0
756,602,0,1,0
756,603,0,1,0
756,604,0,1,0
756,605,0,1,0
756,606,0,1,0
756,607,0,1,0
756,608,0,1,0
756,609,0,1,0
756,610,0,1,0
756,611,0,1,0
756,612,0,1,0
756,613,0,1,0
756,614,0,1,0
756,615,0,1,0
756,616,0,1,0
756,617,0,1,0
756,618,0,1,0
756,619,0,1,0
756,620,0,1,0
756,621,0,1,0
756,622,0,1,0
756,623,0,1,0
756,624,0,0,0
756,625,0,0,0
756,626,0,0,0
756,627,0,0,0
756,628,0,0,0
756,629,0,0,0
756,630,0,0,0
756,631,0,0,0
756,632,0,1,0
756,633,0,1,0
756,634,0,1,0
756,635,0,1,0
756,636,0,1,0
756,637,0,1,0
