y,x,R,G,B
325,1218,0,0,0
325,1219,0,0,0
325,1220,0,0,0
325,1221,0,0,0
325,1222,0,0,0
325,1223,0,0,0
325,1224,0,0,0
325,1225,0,0,0
325,1226,0,0,0
325,1227,0,0,0
325,1228,0,0,0
325,1229,0,0,0
325,1230,0,0,0
325,1231,0,0,0
325,1232,0,1,0
325,1233,0,1,0
325,1234,0,1,0
325,1235,0,1,0
325,1236,0,1,0
325,1237,0,1,0
325,1238,0,1,0
325,1239,0,1,0
325,1240,0,1,0
325,1241,0,1,0
325,1242,0,1,0
325,1243,0,1,0
325,1244,0,1,0
325,1245,0,1,0
325,1246,0,1,0
325,1247,0,1,0
325,1248,0,0,0
325,1249,0,0,0
325,1250,0,0,0
325,1251,0,0,0
325,1252,0,0,0
325,1253,0,0,0
325,1254,0,0,0
325,1255,0,0,0
325,1256,0,2,0
325,1257,0,2,0
325,1258,0,2,0
325,1259,0,2,0
325,1260,0,2,0
325,1261,0,2,0
325,1262,0,2,0
325,1263,0,2,0
325,1264,0,1,0
325,1265,0,1,0
325,1266,0,1,0
325,1267,0,1,0
325,1268,0,1,0
325,1269,0,1,0
325,1270,0,1,0
325,1271,0,1,0
325,1272,0,1,0
325,1273,0,1,0
325,1274,0,1,0
325,1275,0,1,0
325,1276,0,1,0
325,1277,0,1,0
325,1278,0,1,0
325,1279,0,1,0
325,1280,0,1,0
325,1281,0,1,0
325,1282,0,1,0
325,1283,0,1,0
325,1284,0,1,0
325,1285,0,1,0
325,1286,0,1,0
325,1287,0,1,0
325,1288,0,1,0
325,1289,0,1,0
325,1290,0,1,0
325,1291,0,1,0
325,1292,0,1,0
325,1293,0,1,0
325,1294,0,0,0
325,1295,0,0,0
325,1296,0,0,0
325,1297,0,0,0
325,1298,0,0,0
325,1299,0,0,0
325,1300,0,1,0
325,1301,0,1,0
325,1302,0,1,0
325,1303,0,1,0
325,1304,0,1,0
325,1305,0,2,0
325,1306,0,2,0
325,1307,0,2,0
325,1308,0,2,0
325,1309,0,2,0
325,1310,0,2,1
325,1311,0,2,1
325,1312,0,2,1
325,1313,0,2,1
325,1314,0,2,1
325,1315,0,2,1
325,1316,0,2,1
325,1317,0,2,1
325,1318,0,1,0
325,1319,0,1,0
325,1320,0,1,0
325,1321,0,1,0
325,1322,0,1,0
325,1323,0,1,0
325,1324,0,1,0
325,1325,0,1,0
325,1326,0,1,0
325,1327,0,0,0
325,1328,0,4,2
325,1329,0,4,2
325,1330,0,4,2
325,1331,0,4,2
325,1332,0,4,2
325,1333,0,4,2
325,1334,0,4,2
325,1335,0,4,2
325,1336,0,2,0
325,1337,0,2,0
325,1338,0,2,0
325,1339,0,2,0
325,1340,0,2,0
325,1341,0,2,0
325,1342,0,2,0
325,1343,0,2,0
325,1344,0,1,0
325,1345,0,1,0
326,576,0,0,0
326,577,0,4,0
326,1344,0,1,0
326,1345,0,2,0
327,576,0,1,0
327,577,0,4,0
327,1344,0,3,0
327,1345,0,1,0
328,576,0,3,0
328,577,0,1,0
328,1344,0,1,0
328,1345,0,1,0
329,576,0,3,0
329,577,0,1,0
329,1344,0,1,0
329,1345,0,1,0
330,576,0,3,0
330,577,0,1,0
330,1344,0,1,0
330,1345,0,1,0
331,576,0,3,0
331,577,0,1,0
331,1344,0,1,0
331,1345,0,1,0
332,576,0,3,0
332,577,0,1,0
332,1344,0,1,0
332,1345,0,1,0
333,576,0,3,0
333,577,0,1,0
333,1344,0,1,0
333,1345,0,1,0
334,576,0,3,0
334,577,0,1,0
334,1344,0,1,0
334,1345,0,1,0
335,576,0,3,0
335,577,0,1,0
335,1344,0,1,0
335,1345,0,1,0
336,576,0,2,1
336,577,0,2,1
336,1344,0,1,0
336,1345,0,1,0
337,576,0,2,1
337,577,0,2,1
337,1344,0,1,0
337,1345,0,1,0
338,576,0,2,1
338,577,0,2,1
338,1344,0,1,0
338,1345,0,1,0
339,576,0,2,1
339,577,0,2,1
339,1344,0,1,0
339,1345,0,1,0
340,576,0,2,1
340,577,0,2,1
340,1344,0,1,0
340,1345,0,1,0
341,576,0,2,1
341,577,0,2,1
341,1344,0,1,0
341,1345,0,1,0
342,576,0,2,1
342,577,0,2,1
342,1344,0,1,0
342,1345,0,1,0
343,576,0,2,1
343,577,0,2,1
343,1344,0,1,0
343,1345,0,1,0
344,576,0,2,1
344,577,0,2,1
344,1344,0,0,0
344,1345,0,0,0
345,576,0,2,1
345,577,0,2,1
345,1344,0,0,0
345,1345,0,0,0
346,576,0,2,1
346,577,0,2,1
346,1344,0,1,0
346,1345,0,1,0
347,576,0,2,1
347,577,0,2,1
347,1344,0,1,0
347,1345,0,1,0
348,576,0,2,1
348,577,0,2,1
348,1344,0,1,0
348,1345,0,1,0
349,576,0,2,1
349,577,0,2,1
349,1344,0,1,0
349,1345,0,1,0
350,576,0,2,1
350,577,0,2,1
350,1344,0,3,1
350,1345,0,2,0
351,576,0,2,1
351,577,0,2,1
351,1344,0,3,1
351,1345,0,2,0
352,576,0,2,0
352,577,0,1,0
352,1344,0,1,0
352,1345,0,1,0
353,576,0,2,0
353,577,0,0,0
353,1344,0,1,0
353,1345,0,1,0
354,576,0,2,0
354,577,0,0,0
354,1344,0,1,0
354,1345,0,1,0
355,576,0,2,0
355,577,0,0,0
355,1344,0,1,0
355,1345,0,1,0
356,576,0,2,0
356,577,0,0,0
356,1344,0,1,0
356,1345,0,1,0
357,576,0,2,0
357,577,0,0,0
357,1344,0,1,0
357,1345,0,1,0
358,576,0,2,0
358,577,0,0,0
358,1344,0,1,0
358,1345,0,1,0
359,576,0,2,0
359,577,0,0,0
359,1344,0,1,0
359,1345,0,1,0
360,576,0,2,0
360,577,0,0,0
360,1344,0,0,0
360,1345,0,0,0
361,576,0,2,0
361,577,0,0,0
361,1344,0,0,0
361,1345,0,0,0
362,576,0,2,0
362,577,0,0,0
362,1344,0,1,0
362,1345,0,1,0
363,576,0,2,0
363,577,0,0,0
363,1344,0,1,0
363,1345,0,1,0
364,576,0,2,0
364,577,0,0,0
364,1344,0,1,0
364,1345,0,1,0
365,576,0,2,0
365,577,0,0,0
365,1344,0,1,0
365,1345,0,1,0
366,576,0,2,0
366,577,0,0,0
366,1344,0,3,1
366,1345,0,2,0
367,576,0,2,0
367,577,0,0,0
367,1344,0,3,1
367,1345,0,2,0
368,576,0,2,0
368,577,0,1,0
368,1344,0,3,1
368,1345,0,2,0
369,576,0,2,0
369,577,0,1,0
369,1344,0,3,1
369,1345,0,2,0
370,576,0,2,0
370,577,0,1,0
370,1344,0,3,1
370,1345,0,2,0
371,576,0,2,0
371,577,0,1,0
371,1344,0,3,1
371,1345,0,2,0
372,576,0,2,0
372,577,0,1,0
372,1344,0,3,1
372,1345,0,2,0
373,576,0,2,0
373,577,0,1,0
373,1344,0,3,1
373,1345,0,2,0
374,576,0,2,0
374,577,0,1,0
374,1344,0,3,1
374,1345,0,2,0
375,576,0,2,0
375,577,0,0,0
375,1344,0,3,1
375,1345,0,2,0
376,576,0,2,0
376,577,0,0,0
376,1344,0,3,1
376,1345,0,2,0
377,576,0,2,0
377,577,0,0,0
377,1344,0,3,1
377,1345,0,2,0
378,576,0,2,0
378,577,0,0,0
378,1344,0,3,1
378,1345,0,2,0
379,576,0,2,0
379,577,0,0,0
379,1344,0,3,1
379,1345,0,2,0
380,576,0,2,0
380,577,0,0,0
380,1344,0,3,1
380,1345,0,2,0
381,576,0,2,0
381,577,0,0,0
381,1344,0,3,1
381,1345,0,2,0
382,576,0,2,0
382,577,0,0,0
382,1344,0,3,1
382,1345,0,2,0
383,576,0,2,0
383,577,0,1,0
383,1344,0,3,1
383,1345,0,2,0
384,576,0,2,0
384,577,0,1,0
384,1344,0,3,0
384,1345,0,2,0
385,576,0,2,0
385,577,0,1,0
385,1344,0,3,0
385,1345,0,2,0
386,576,0,2,0
386,577,0,1,0
386,1344,0,3,0
386,1345,0,2,0
387,576,0,2,0
387,577,0,1,0
387,1344,0,3,0
387,1345,0,2,0
388,576,0,2,0
388,577,0,1,0
388,1344,0,2,3
388,1345,0,1,2
389,576,0,2,0
389,577,0,1,0
389,1344,0,2,3
389,1345,0,1,2
390,576,0,2,0
390,577,0,1,0
390,1344,0,3,1
390,1345,0,2,0
391,576,0,3,0
391,577,0,1,0
391,1344,0,3,1
391,1345,0,2,0
392,576,0,3,0
392,577,0,1,0
392,1344,0,3,0
392,1345,0,2,0
393,576,0,3,0
393,577,0,1,0
393,1344,0,3,0
393,1345,0,2,0
394,576,0,3,0
394,577,0,1,0
394,1344,0,4,0
394,1345,0,3,0
395,576,0,3,0
395,577,0,1,0
395,1344,0,4,0
395,1345,0,3,0
396,576,0,3,0
396,577,0,1,0
396,1344,0,3,0
396,1345,0,2,0
397,576,0,3,0
397,577,0,1,0
397,1344,0,3,0
397,1345,0,2,0
398,576,0,2,0
398,577,0,0,0
398,1344,0,3,1
398,1345,0,2,0
399,576,0,0,0
399,577,0,0,0
399,1344,0,3,1
399,1345,0,2,0
400,576,0,0,0
400,577,0,0,0
400,1344,0,2,2
400,1345,0,1,1
401,576,0,0,0
401,577,0,0,0
401,1344,0,2,2
401,1345,0,1,1
402,576,0,0,0
402,577,0,0,0
402,1344,0,2,2
402,1345,0,1,1
403,576,0,0,0
403,577,0,0,0
403,1344,0,2,2
403,1345,0,1,1
404,576,0,0,0
404,577,0,0,0
404,1344,0,2,2
404,1345,0,1,1
405,576,0,0,0
405,577,0,0,0
405,1344,0,2,2
405,1345,0,1,1
406,576,0,0,0
406,577,0,0,0
406,1344,0,2,2
406,1345,0,1,1
407,576,0,0,0
407,577,0,0,0
407,1344,0,2,2
407,1345,0,1,1
408,576,0,0,0
408,577,0,0,0
408,1344,0,1,1
408,1345,0,0,0
409,576,0,0,0
409,577,0,0,0
409,1344,0,1,1
409,1345,0,0,0
410,576,0,0,0
410,577,0,0,0
410,1344,0,1,1
410,1345,0,0,0
411,576,0,0,0
411,577,0,0,0
411,1344,0,1,1
411,1345,0,0,0
412,576,0,0,0
412,577,0,0,0
412,1344,0,1,1
412,1345,0,0,0
413,576,0,0,0
413,577,0,0,0
413,1344,0,1,1
